pathway	external_id	source	hgnc_symbol_ids
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	R-HSA-75035	Reactome	YWHAZ,CCNB1,CDC25C,YWHAQ,SFN,CDK1,YWHAH,YWHAB,WEE1,YWHAE,CHEK2,YWHAG,CHEK1
Proteoglycan biosynthesis	Proteoglycan biosynthesis	EHMN	CHPF2,CHSY3,CHSY1,B3GAT3,B3GAT2,B3GAT1,COPG2,COPG1,B4GALT7,B3GALT6,COPA,EXT2,EXT1,COPE,EXTL2,XYLT2,XYLT1,COPB2,CHST3,DSE,CSGALNACT2,CHST7,CSGALNACT1,CHST11,CHST13,CHST12,ARCN1,SLC35B4,COPB1,CHPF
Citric acid cycle (TCA cycle)	R-HSA-71403	Reactome	MDH2,ME3,ME2,FH,IDH3A,OGDH,IDH3B,IDH3G,FAHD1,NNT,DLD,IDH2,SUCLG2,SUCLG1,CS,ACO2,DLST,SUCLA2,SDHA,SDHC,SDHB,SDHD
PD-1 signaling	R-HSA-389948	Reactome	CD4,CD247,HLA-DQA1,HLA-DQB2,HLA-DRA,TRBC1,TRAV29DV5,TRAV8-4,HLA-DQB1,TRBV12-3,PDCD1,HLA-DPB1,HLA-DRB1,CSK,TRA,HLA-DRB3,TRB,HLA-DRB4,HLA-DRB5,PDCD1LG2,PTPN6,TRAC,CD274,PTPN11,CD3E,TRAV3,HLA-DPA1,CD3D,LCK,HLA-DQA2,CD3G
Costimulation by the CD28 family	R-HSA-388841	Reactome	PPP2R1A,PPP2R1B,RICTOR,SRC,TRAV8-4,CD4,AKT1,TNFRSF14,AKT3,TRIB3,HLA-DRB5,ICOSLG,CD247,HLA-DQB2,YES1,TRAV3,MAP3K8,THEM4,CDC42,TRBC1,CD80,BTLA,FYN,PRR5,TRAV29DV5,CD86,MAPKAP1,PPP2R5B,GRAP2,PIK3R3,PIK3R2,PIK3R1,TRBV12-3,HLA-DQB1,LYN,PDCD1,HLA-DPB1,ICOS,HLA-DRB1,CSK,RAC1,TRA,HLA-DRB3,CTLA4,TRB,HLA-DRA,HLA-DRB4,CD3E,PAK3,PPP2R5D,PPP2R5A,MTOR,PDPK1,PDCD1LG2,MLST8,PTPN6,PAK1,CD28,TRAC,PPP2CA,CD274,PTPN11,PPP2CB,AKT2,HLA-DQA1,VAV1,GRB2,MAP3K14,PAK2,PIK3CA,HLA-DPA1,PPP2R5E,CD3G,CD3D,LCK,HLA-DQA2,PPP2R5C
SOS-mediated signalling	R-HSA-112412	Reactome	SOS1,HRAS,NRAS,IRS1,IRS2,GRB2,KRAS
IRS-mediated signalling	R-HSA-112399	Reactome	FRS2,HRAS,KRAS,GAB1,AKT2,TRIB3,FGF5,THEM4,FGF3,PIK3CB,NRAS,FGF19,PDE3B,PIK3C3,PIK3R4,PIK3R2,PIK3R1,FGF18,FGF10,FGF17,FGF16,KLB,FGF9,FGF8,FGF7,FGF6,FGFR4,FGF4,FGFR2,FGFR3,FGF1,FGFR1,FGF2,SOS1,PTPN11,IRS1,IRS2,KL,GRB2,PIK3CA,PDPK1,TLR9,FGF22,FGF23,FGF20
Insulin receptor signalling cascade	R-HSA-74751	Reactome	FRS2,HRAS,KRAS,GAB1,INSR,TRIB3,KL,FGFR4,THEM4,FGF4,FGF3,PIK3CB,NRAS,PDE3B,MAPK3,FGF19,MAPK1,PIK3R2,PIK3R1,FGF18,FGF10,FGF17,FGF16,SHC1,KLB,FGFR3,AKT2,FGF9,FGF8,FGF7,FGF6,FGF5,PIK3C3,FGFR2,FGF2,FGF1,FGFR1,SOS1,GRB10,PTPN11,IRS1,IRS2,INS,GRB2,PIK3R4,PIK3CA,PDPK1,TLR9,FGF22,FGF23,FGF20
Activated point mutants of FGFR2	R-HSA-2033519	Reactome	FGF10,FGF17,FGF22,FGF6,FGF16,FGFR2,FGF23,FGF20,FGF9,FGF8,FGF7,FGF18,FGF5,FGF4,FGF3,FGF2,FGF1
guanosine ribonucleotides <i>de novo</i> biosynthesis	PWY-7221	HumanCyc	NME4,NME5,NME6,NME7,NME1,NME2,NME3,NME1-NME2,IMPDH1,IMPDH2,GUK1,NME2P1,GMPS
guanosine nucleotides <i>de novo</i> biosynthesis	PWY-7228	HumanCyc	NME4,NME5,NME6,NME7,NME1,NME2,NME3,NME1-NME2,IMPDH1,IMPDH2,RRM2B,RRM2,RRM1,GUK1,NME2P1,GMPS
Ghrelin	Pathway_Ghrelin	NetPath	GHRL,NFKBIA,PRKAA2,AKT1,ARRB2,MC3R,ARRB1,RICTOR,GNAI2,RAF1,FYN,AP2M1,MAPK3,DOK1,HTR2C,RELA,GPR83,MAPK1,SRC,NOS3,ACACA,PIK3R1,PRKCA,PRKCB,PRKCE,PRKCD,CREB1,PPARG,PRKCQ,GHSR,GNAQ,GRB2,GSK3A,IRS1,DRD1,CAMKK2,ELK1,SSTR5,PDPK1
Proline catabolism	R-HSA-70688	Reactome	PRODH,PRODH2,ALDH4A1
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	R-HSA-880009	Reactome	D2HGDH,ADHFE1,L2HGDH
Pyruvate metabolism and Citric Acid (TCA) cycle	R-HSA-71406	Reactome	MPC2,BSG,MPC1,LDHAL6B,LDHAL6A,SLC16A3,ME1,ADHFE1,ME3,ME2,FH,IDH3A,OGDH,IDH3B,IDH3G,HAGH,FAHD1,PDPR,PDK2,GLO1,PDHB,NNT,LDHA,LDHB,LDHC,PDHA2,PDHX,PDHA1,DLD,IDH2,RXRA,SUCLG2,PDP1,PDP2,SUCLG1,CS,ACO2,SLC16A8,L2HGDH,SLC16A1,DLST,SUCLA2,D2HGDH,GSTZ1,PPARD,PDK1,PDK3,DLAT,PDK4,SDHA,SDHC,SDHB,SDHD,MDH2
5-aminoimidazole ribonucleotide biosynthesis	PWY-6121	HumanCyc	GART,PPAT,PFAS
Insulin receptor recycling	R-HSA-77387	Reactome	ATP6V1D,ATP6V1F,ATP6V1A,ATP6V1H,INSR,ATP6V1C2,ATP6V1E2,ATP6V1B2,TCIRG1,ATP6AP1,ATP6V0D2,ATP6V0D1,ATP6V1G2,ATP6V0B,ATP6V0C,ATP6V0A2,ATP6V1B1,ATP6V0E2,ATP6V1E1,INS,ATP6V0A4,ATP6V1G3,ATP6V0A1,ATP6V1G1,ATP6V0E1,ATP6V1C1
Signaling by Insulin receptor	R-HSA-74752	Reactome	ATP6V1D,ATP6V1F,ATP6V1A,NRAS,HRAS,FGF8,KRAS,GAB1,INSR,ATP6V1C2,TRIB3,KL,FGFR4,ATP6V1B2,TCIRG1,THEM4,FGF4,ATP6V1C1,FGF3,PIK3CB,ATP6AP1,PDE3B,MAPK3,FGF19,MAPK1,FRS2,PIK3R2,PIK3R1,ATP6V1B1,ATP6V0D1,FGF10,FGF17,FGF16,PIK3R4,ATP6V0B,ATP6V0C,SHC1,KLB,FGF18,FGFR3,ATP6V1H,AKT2,ATP6V1E2,ATP6V0D2,FGF9,ATP6V0E1,FGF7,FGF6,FGF5,PIK3C3,FGFR2,FGF2,FGF1,FGFR1,ATP6V1G1,ATP6V1G2,SOS1,GRB10,PTPN11,ATP6V1E1,IRS1,IRS2,INS,ATP6V0A4,GRB2,ATP6V1G3,ATP6V0A1,ATP6V0A2,PIK3CA,PDPK1,ATP6V0E2,TLR9,FGF22,FGF23,FGF20
Formation of RNA Pol II elongation complex 	R-HSA-112382	Reactome	GTF2F1,NCBP1,NCBP2,NELFB,ERCC2,NELFA,CTDP1,ELOB,ELOC,ELOA,CCNT1,ELOA3B,ELOA3C,ELOA3D,TCEA1P2,NELFE,CCNT2,EAF1,SUPT5H,AFF4,MLLT1,MLLT3,GTF2H3,EAF2,SUPT4H1,WDR61,PAF1,SSRP1,ERCC3,ELL,SUPT16H,GTF2H2,GTF2H1,GTF2H5,GTF2H4,IWS1,POLR2D,TCEA1,POLR2F,POLR2A,RTF1,POLR2C,POLR2B,POLR2L,MNAT1,ELOA3,POLR2I,POLR2H,POLR2K,POLR2J,POLR2E,SUPT6H,NELFCD,GTF2F2,CDC73,POLR2G,LEO1,CTR9,ELOA2,CDK7,CDK9,CCNH,CCNK
STING mediated induction of host immune responses	R-HSA-1834941	Reactome	DTX4,STAT6,TBK1,NLRP4,DDX41,MRE11,TREX1,TRIM21,TMEM173,PRKDC,IFI16,CGAS,XRCC6,XRCC5,IRF3,NLRC3
Reactions specific to the complex N-glycan synthesis pathway	R-HSA-975578	Reactome	CHST10,LHB,CGA,MAN2A2,MAN2A1,CHST8,MGAT2,FUT3,FUCA1,FUT8
er associated degradation (erad) pathway	eradpathway	BioCarta	UBE2I,SAE1,GANAB,MAN2C1,MAN2B1,MOGS,SKP1,MAN2A2,MAN1A1,SEC61A1,MAN1B1,FBXO2,MAN1C1,EDEM1,RBX1,CUL1,MAN1A2,UGGT1
HDACs deacetylate histones	R-HSA-3214815	Reactome	HIST1H4C,HIST1H4B,HIST1H4A,HIST1H4F,HIST1H4E,HIST1H4D,HIST1H4K,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H4L,GPS2,SAP18,HMG20B,HIST3H2BB,SAP30L,RBBP7,RBBP4,BRMS1,HDAC10,PHF21A,SUDS3,ARID4A,ARID4B,CHD3,SAP30,CHD4,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2BG,HIST2H3C,HIST1H2BA,HIST1H2BB,HIST1H2BC,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,HIST2H3D,HIST3H2A,HDAC1,KDM1A,HDAC3,HDAC2,HIST2H3A,HDAC8,RCOR1,NCOR2,NCOR1,HIST2H2AA3,HIST2H2AA4,TBL1XR1,GATAD2B,GATAD2A,HIST2H2BF,HIST1H2AK,HIST1H2AM,HIST1H2AL,HIST1H2AI,HIST1H2AH,HIST2H2BE,HIST1H2AJ,HIST1H2AE,HIST1H2AD,HIST1H2AG,HIST1H2AA,HIST1H2AC,HIST2H4A,HIST4H4,HIST2H4B,HIST1H2AB,MTA1,MTA2,MTA3,REST,HIST1H3B,HIST1H3C,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3H,HIST1H3I,HIST2H2AB,HIST2H2AC,TBL1X,MBD3
Endosomal Sorting Complex Required For Transport (ESCRT)	R-HSA-917729	Reactome	TSG101,CHMP4A,CHMP4B,RPS27A,CHMP2B,CHMP2A,CHMP3,STAM,CHMP7,CHMP6,CHMP5,UBAP1,VPS25,VPS28,VPS37D,VPS37C,VPS37B,VPS37A,RNF103-CHMP3,VTA1,CHMP4C,HGS,SNF8,VPS4B,MVB12B,MVB12A,VPS36,UBA52,UBB,UBC,STAM2,VPS4A
Dectin-2 family	R-HSA-5621480	Reactome	CLEC10A,PLCG2,MUC20,MUC21,MUC5B,MUC3A,FCER1G,MUC3B,FYN,LYN,MUC2,MUC1,MUC7,MUC6,MUC4,MUC19,MUC5AC,MUC16,MUC15,MUC13,MUC12,CLEC6A,SYK,CLEC4E,CLEC4D,CLEC4C,MUCL1,CLEC4A,MUC17
N-glycan antennae elongation in the medial/trans-Golgi	R-HSA-975576	Reactome	ST6GAL1,CGA,B4GALT1,FUT3,B4GALT3,B4GALT2,B4GALT5,B4GALT4,B4GALT6,LHB,ST3GAL4,MAN2A2,MAN2A1,CHST8,MGAT2,MGAT3,MGAT5,CHST10,ST8SIA6,ST8SIA3,ST8SIA2,MGAT4A,MGAT4C,MGAT4B,FUCA1,FUT8
Activation of NF-kappaB in B cells	R-HSA-1169091	Reactome	FBXW11,SKP1,NFKBIB,CARD11,NFKBIA,CHUK,BCL10,NFKBIE,IKBKB,PRKCB,IKBKG,REL,MAP3K7,NFKB1,RELA,CUL1,MALT1,BTRC
alpha-linolenic acid (ALA) metabolism	R-HSA-2046106	Reactome	ACOX1,ACSL1,SCP2,ABCD1,ACAA1,ELOVL5,ELOVL2,ELOVL3,ACOT8,ELOVL1,FADS1,FADS2,HSD17B4
DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	R-HSA-3134963	Reactome	DHX9,S100A12,IRF7,APP,NFKB2,AGER,SAA1,NFKB1,RELA,MYD88,HMGB1,DHX36,S100B
Activation of RAS in B cells	R-HSA-1169092	Reactome	RASGRP3,HRAS,RASGRP1,NRAS,KRAS
Selenocysteine synthesis	R-HSA-2408557	Reactome	RPL21P16,RPL22,RPL22L1,EEFSEC,RPL14,RPL15,RPL17,RPL10,RPL11,RPL12,RPL13,RPL18,RPL19,RPL36AP37,RPL39L,UBA52,PSTK,RPS27L,RPL37A,RPL8,RPL9,RPL6,RPL7,RPL27A,RPL5,RPL3,RPL7A,RPL41,RPL10A,RPS4Y2,RPS28P7,RPL39P3,RPL10L,RPSAP58,RPLP2,RPLP1,RPLP0,RPL18A,RPL35A,RPS15A,RPS7,RPS6,RPS5,RPS3,RPS2,RPL36AL,RPS9,RPS8,RPS28P4,RPS4Y1,RPS15,RPL13A,RPL4,RPS26,RPS27,RPS24,RPS27A,RPS23,RPS20,RPS21,SEPHS2,RPS28,RPS29,RPS4X,RPSA,RPS3A,SARS,RPS13,RPS12,RPS11,RPS10,RPS17,RPS16,RPL23A,RPS14,RPS19,RPS18,RPL3L,RPS25,RPL29,RPL28,RPL24,RPL27,RPL26,RPL21,RPL23,FAU,RPS26P25,RPS26P20,SEPSECS,RPL26L1,RPL38,RPL39,RPL36,RPL37,RPL34,RPL35,RPL32,RPL30,RPL31,RPL36A,SECISBP2,RPL23AP42
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis	PWY-7227	HumanCyc	NME4,NME5,NME6,NME7,NME1,NME2,NME3,NME1-NME2,RRM2B,RRM2,RRM1,NME2P1
Assembly of Viral Components at the Budding Site	R-HSA-168316	Reactome	CALR,CANX
BMP signaling Dro	None	INOH	SMAD9,SMAD4,SMAD5,SMAD1,SMAD2,SMAD3,BMPR1A,BMPR1B,BMP10,BMP15,SMARCA4,GDF9,MAML2,MAML3,MAML1,GDF3,GDF2,GDF7,GDF6,GDF5,GDF11,GDF10,WT1,BMP8B,MSTN,EP300,BMP7,BMP6,BMP5,BMP4,BMP3,BMP2,BMPR2,CREBBP
Polymerase switching on the C-strand of the telomere	R-HSA-174411	Reactome	PCNA,POLA2,POLA1,RFC5,RFC4,RFC1,RFC3,RFC2,POLD1,POLD2,POLD3,POLD4,PRIM2,PRIM1
Calcineurin activates NFAT	R-HSA-2025928	Reactome	NFATC1,NFATC2,NFATC3,PPP3R1,CALM1,PPP3CA,PPP3CB
Surfactant metabolism	R-HSA-5683826	Reactome	SFTPD,CSF2RB,CSF2RA,SFTPB,SFTPC,TTF1,SFTA3,ADORA2A,ADORA2B,NAPSA,SLC34A1,DMBT1,SLC34A2,SFTPA2,SFTPA1,CTSH,CCDC59,ADA2,GATA6,PGA3,PGA4,PGA5,ZDHHC2,LMCD1,ABCA3,CKAP4
