gene,BF_hpaf,BF_patu,BF_aspc,BF_dld,BF_gbm,BF_hct,BF_hela,BF_rpe,panc.mean,nonpanc.mean,zPanc_vs_other
DTWD2,-1.07,-0.38,-0.45,-0.83,-0.57,-0.25,-0.38,-1.04,-0.63,-0.62,0.15
EI24,0.38,0.53,0.62,0.39,0.34,0.42,0.41,0.34,0.51,0.38,0.15
EP400NL,0.52,0.29,0.03,0.27,-0.09,-0.27,-0.06,1.03,0.28,0.18,0.15
EXOG,-0.12,-0.57,-0.76,-0.32,-0.39,-0.74,-0.62,-0.36,-0.48,-0.49,0.15
FAM174B,-0.22,0.24,-0.46,-0.31,-0.45,0.52,-0.5,-0.23,-0.15,-0.19,0.15
FAM181A,-0.27,0.16,-0.33,-0.22,0.59,-0.37,-0.24,-0.73,-0.15,-0.19,0.15
FAM200A,0.59,0.53,0.38,0.39,0.39,0.33,0.2,0.55,0.5,0.37,0.15
FAM90A1,1.29,0.11,0.36,0.47,0.47,0.83,-0.04,0.5,0.59,0.45,0.15
FAM9C,0.36,0.74,0.33,0.37,0.14,0.69,0.25,0.3,0.48,0.35,0.15
FASTKD3,0.21,-0.31,-0.01,0.09,-0.35,-0.39,0.28,-0.1,-0.04,-0.09,0.15
FPR1,-0.49,0.29,-0.09,-0.48,0.28,0.16,-0.69,-0.03,-0.1,-0.15,0.15
FRRS1,-0.55,-0.58,0.36,-0.56,-0.64,-0.74,0.65,-0.15,-0.26,-0.29,0.15
FTHL17,-0.21,0.08,0.49,0.11,-0.24,-0.1,0.28,0.15,0.12,0.04,0.15
FUT6,0.29,0.27,1.09,0.41,0.55,0.16,0.42,0.55,0.55,0.42,0.15
GNB4,-0.52,-0.73,-0.32,-0.75,-0.44,-0.67,-1.07,0.31,-0.53,-0.52,0.15
GPR65,0.47,0.17,0.19,0.38,0.26,0.01,-0.08,0.33,0.28,0.18,0.15
GRINA,0.25,-0.4,0.02,-0.39,0.31,-0.29,-0.78,0.65,-0.04,-0.1,0.15
HDX,-0.42,-1.11,-1.01,-0.93,-0.83,-0.53,-1.05,-0.67,-0.85,-0.8,0.15
ITGA1,-1.1,-0.96,0.5,-0.13,0.19,-1.09,-1.24,-0.31,-0.52,-0.52,0.15
JAKMIP3,-0.46,-0.77,-1.43,-1.15,-0.82,-0.56,-1.54,-0.12,-0.89,-0.84,0.15
JKAMP,0.3,0.2,0.42,-0.04,0.25,0.29,0.24,0.27,0.31,0.2,0.15
KIRREL,-1.06,-0.54,-1.6,-0.86,-0.93,-0.77,-0.85,-1.56,-1.07,-0.99,0.15
KLHDC3,0.56,-1.3,-0.69,-0.63,-0.17,-0.9,-0.84,0.14,-0.48,-0.48,0.15
KRTAP19-1,0.01,0.15,0.04,0.12,0,0.07,-0.22,-0.02,0.07,-0.01,0.15
LAMTOR4,0.69,0.34,1.51,0.3,1.01,0.65,0.86,0.55,0.85,0.67,0.15
LRFN5,-1.15,-0.84,-0.99,-1.13,-0.74,-1.03,-0.61,-1.16,-0.99,-0.93,0.15
LRGUK,-0.71,-0.91,-0.56,-0.91,-0.63,-0.42,-0.71,-0.84,-0.73,-0.7,0.15
MAST4,-0.39,-0.52,-0.18,-0.79,-0.74,0.16,-0.39,-0.15,-0.36,-0.38,0.15
MEP1A,-0.88,-0.81,-0.5,-0.17,-0.75,-0.36,-0.77,-1.44,-0.73,-0.7,0.15
MITD1,-0.24,-0.52,-0.19,-0.47,-0.08,0.23,-0.56,-0.82,-0.32,-0.34,0.15
MKI67,0.07,0.36,0.51,0.54,1.72,0.44,-0.89,-0.74,0.31,0.21,0.15
MS4A15,0.26,-0.62,-0.01,0.08,1.12,-1.05,-0.19,-0.82,-0.12,-0.17,0.15
MSANTD1,-0.27,-0.47,-1.56,-0.74,-0.75,-0.61,-1.22,-0.35,-0.77,-0.73,0.15
NKX3-1,-0.73,-0.71,-0.78,-0.76,-0.49,-0.3,-0.9,-1.11,-0.74,-0.71,0.15
OR13C8,-0.46,-0.3,-1,-0.41,-0.51,-0.56,-0.81,-0.59,-0.59,-0.58,0.15
OR52B6,-0.89,-0.65,-0.52,-0.41,-0.88,-0.6,-0.46,-0.95,-0.68,-0.66,0.15
OR6Y1,-0.39,-0.14,-0.44,-0.5,-0.52,-0.12,0.07,-0.67,-0.32,-0.35,0.15
OR9Q1,0.27,-0.6,-0.1,-0.36,-0.03,-0.96,-0.28,0.71,-0.14,-0.19,0.15
PFN2,-0.08,-0.37,-1.3,-0.64,-0.74,-0.73,-0.4,-0.34,-0.58,-0.57,0.15
PLA2G2A,0.38,0.47,0.63,0.33,0.49,0.35,0.42,0.22,0.49,0.36,0.15
PLEKHA7,-0.46,-1.2,-0.35,-0.29,-1.03,-0.39,-0.8,-0.72,-0.67,-0.65,0.15
PTPMT1,2.22,1.7,1.23,1.92,1.21,1.21,1.3,1.51,1.72,1.43,0.15
RAB11FIP2,-0.93,-1.07,-1.03,-0.69,-0.78,-1.18,-1.34,-0.72,-1.01,-0.94,0.15
RARS2,2.47,2.71,1.85,2.82,2.28,3.36,1.22,0.2,2.34,1.98,0.15
RDH16,-0.43,-0.7,-1.09,-0.87,-0.81,-0.55,-0.78,-0.55,-0.74,-0.71,0.15
RHAG,-0.74,-0.89,-1.33,-0.96,-0.92,-0.84,-0.84,-1.07,-0.99,-0.93,0.15
RPS4Y1,0,0.26,0.47,-0.04,-0.12,0.74,0.46,-0.29,0.24,0.15,0.15
S100A9,-0.6,-0.25,-0.16,-0.31,-0.46,-0.24,-0.04,-0.75,-0.34,-0.36,0.15
SEPT8,1,-0.43,0.46,0.06,0.26,0.7,0.32,-0.18,0.34,0.23,0.15
SET,0.3,-0.1,0.58,0.14,-0.05,0.22,0.13,0.36,0.26,0.16,0.15
SETDB2,-0.53,-0.4,-0.28,0.46,-0.38,-0.82,-1.51,0.18,-0.4,-0.41,0.15
SGCZ,-0.78,-0.43,-0.78,-0.28,-0.84,-0.41,-0.96,-0.74,-0.66,-0.64,0.15
SHANK1,-1.06,0.28,-0.42,0.27,-0.71,-0.93,-0.71,0.02,-0.4,-0.41,0.15
SIGLEC9,0.32,0.64,1.71,0.72,0.07,1.09,0.82,0.86,0.89,0.71,0.15
SLC16A6,-0.36,-0.16,0.63,0.1,-0.3,0.27,-0.05,-0.2,0.04,-0.03,0.15
SLC35F5,0.08,0.32,0.52,0.24,0.24,0.09,-0.04,0.48,0.31,0.2,0.15
SLC6A2,-0.44,-0.9,-1.15,-0.47,-1.34,-1,0.33,-1.45,-0.83,-0.79,0.15
SNX17,-0.54,-0.22,-0.44,-0.61,0.35,-1.03,-1.03,0.25,-0.4,-0.41,0.15
SPCS3,1.96,1.57,4.22,1.83,2.1,2.32,2.6,2.07,2.59,2.19,0.15
SRCRB4D,0.46,-0.46,0.56,0.05,0.16,-0.15,1.09,-0.65,0.19,0.1,0.15
STAB2,-0.54,-0.67,-0.88,-0.49,-0.03,-0.48,-1.44,-0.93,-0.7,-0.67,0.15
THPO,-0.22,-0.65,-0.04,0.14,0.14,-0.93,-0.27,-0.71,-0.3,-0.33,0.15
TM6SF2,0.04,0.04,-0.51,0.33,-0.88,0.29,-0.19,-0.49,-0.14,-0.19,0.15
TMEM59L,-0.19,-0.04,-0.26,-0.14,-0.7,0.89,-0.62,-0.47,-0.17,-0.21,0.15
TUBGCP4,1.26,1.61,2.44,1.62,1.15,2.51,0.99,1.1,1.77,1.47,0.15
TUSC3,-1.11,-0.91,-1.57,-1.16,-1.11,-0.95,-0.98,-1.33,-1.2,-1.11,0.15
WFDC10B,0.45,0.97,0.5,0.56,0.38,0.39,0.64,0.5,0.64,0.49,0.15
ZBTB43,0.39,0,-0.23,0.46,-0.25,-0.18,0.3,-0.42,0.05,-0.02,0.15
ZDHHC16,-1.03,-0.13,-0.51,-0.38,-0.79,-0.97,-0.16,-0.44,-0.56,-0.55,0.15
ZNF233,-0.21,-0.25,-0.14,0.08,-0.27,-0.35,-0.47,-0.17,-0.2,-0.24,0.15
ZNF555,-0.12,0.17,0.4,0.25,-0.06,0.11,0.07,-0.05,0.15,0.07,0.15
ZNF74,-1.21,-0.66,0.06,0.57,-1.01,-0.59,-0.91,-1.01,-0.6,-0.59,0.15
ZSWIM3,-0.12,-0.41,-0.27,-0.19,0.14,-0.39,0.2,-1.24,-0.27,-0.3,0.15
APBB3,-0.39,-0.59,-0.95,-1.14,-0.47,-0.66,-0.64,-0.19,-0.64,-0.62,0.14
B4GALNT1,-0.25,-0.97,-0.9,-0.42,-0.72,-0.87,-0.9,-0.48,-0.71,-0.68,0.14
BGLAP,-0.58,0.07,0.1,-0.63,-0.58,-0.11,0.98,-0.55,-0.14,-0.18,0.14
C9orf72,0.07,0.35,0.44,0.22,0.01,0.18,0.34,0.17,0.28,0.19,0.14
CACNG1,0.33,-0.62,-0.16,-0.75,0.09,0.44,-0.55,-0.19,-0.15,-0.19,0.14
CCL8,0.5,0.66,0.92,0.52,0.52,0.48,0.69,0.51,0.7,0.54,0.14
CLDN2,-0.86,-0.69,-0.13,-1,-0.31,-0.63,-0.7,-0.11,-0.56,-0.55,0.14
CPT1A,-0.55,-0.11,-0.86,-0.81,-0.19,-0.33,-0.2,-0.97,-0.51,-0.5,0.14
CSN1S1,0.47,0.37,0.68,0.41,0.34,0.49,0.24,0.41,0.51,0.38,0.14
CXorf23,-1.1,-0.83,-1.29,-0.21,-1.14,-0.78,-1.65,-1.21,-1.07,-1,0.14
DUOXA1,-0.36,-0.35,-1.38,-1,-0.65,-0.39,-0.47,-0.83,-0.69,-0.67,0.14
EGFLAM,-0.62,-1.01,-1.06,-0.91,-0.49,-0.91,-1.44,-0.44,-0.9,-0.84,0.14
ETS1,-1.17,-0.79,-1.5,-1.06,-1.37,-1.13,-0.7,-1.05,-1.15,-1.06,0.14
FBXO31,-0.52,-0.42,0.18,-0.42,-0.77,-0.25,-0.38,0.42,-0.25,-0.28,0.14
FSHB,-0.01,0.13,0.34,0.1,0.07,0.01,-0.07,0.25,0.15,0.07,0.14
GFRA3,-0.18,-1,-0.04,-0.58,-0.15,-0.05,-0.6,-0.69,-0.41,-0.42,0.14
GLB1L,-0.54,-0.58,-1.5,-0.75,-0.54,-1.04,-0.82,-0.96,-0.87,-0.82,0.14
GML,0.57,0.37,0.51,0.74,0.88,-0.09,-0.32,0.59,0.49,0.36,0.14
HOXB13,-1,-0.96,-1.66,-0.61,-1.28,-1.06,-1.38,-1.24,-1.21,-1.11,0.14
IGIP,0.46,0.93,0.5,0.21,1.2,0.4,0.16,0.46,0.63,0.49,0.14
KCNT2,-0.15,-0.63,-1,-1.13,-0.11,-0.91,-0.33,-0.39,-0.59,-0.57,0.14
KRT38,-0.67,-0.49,-0.11,-0.48,-0.77,-0.41,0.14,-0.63,-0.42,-0.43,0.14
LCORL,-0.32,-0.67,-0.09,-0.22,-0.18,-0.83,-0.35,-0.31,-0.36,-0.38,0.14
LDHAL6A,0.38,0.37,0.87,0.48,0.34,0.37,0.4,0.45,0.54,0.41,0.14
LY86,0.41,0.18,-0.07,0.22,0.01,0.18,-0.03,0.07,0.17,0.09,0.14
MAFF,0.84,0.42,0.5,0.51,0.52,0.33,0.33,0.56,0.59,0.45,0.14
MAGEC1,-1,-0.42,-0.21,-0.55,-0.49,-0.61,-0.54,-0.46,-0.54,-0.53,0.14
MAGEC3,-0.58,-0.62,0.7,-0.06,-0.98,-0.39,-0.09,0.49,-0.17,-0.21,0.14
MAP3K19,-0.19,-0.36,-0.62,-0.46,0.5,-0.38,-0.71,-0.96,-0.39,-0.4,0.14
MDH1B,-0.45,-0.67,-0.93,-0.75,-1.19,0.54,-0.81,-1.06,-0.68,-0.66,0.14
ME2,0.29,-0.2,0.34,-0.12,-0.23,-0.25,0.76,0.17,0.14,0.07,0.14
METTL17,1.41,1.31,-0.19,0.69,1.15,2.19,0.2,-0.86,0.84,0.67,0.14
MFSD2B,-0.73,-0.64,-0.93,-0.2,-0.61,-0.86,-1.21,-0.76,-0.77,-0.73,0.14
MITF,-0.06,0.19,-1.23,-0.54,-0.23,-0.55,-0.76,0.2,-0.37,-0.38,0.14
MORN2,0.78,-0.2,0.32,0.69,-0.15,0.13,0.12,0.24,0.3,0.2,0.14
MT1M,0.42,0.68,0.5,0.43,0.44,0.36,0.32,0.46,0.53,0.4,0.14
MVB12B,0,-0.44,-0.62,-0.89,-0.73,-0.27,0,0.05,-0.35,-0.37,0.14
NKX6-3,-0.42,0.62,-1.44,-0.7,-0.6,-0.27,-0.63,0.1,-0.41,-0.42,0.14
NRG3,-1.01,-1.13,-0.7,-0.56,-0.68,-1.22,-1.52,-0.45,-0.95,-0.89,0.14
PDIA3,0.86,0.11,0.7,0.44,0.16,0.28,0.23,1,0.55,0.42,0.14
PHACTR1,-1.15,-1.06,-0.64,-0.7,-0.92,-1.06,-0.85,-0.92,-0.95,-0.89,0.14
PKNOX2,-0.15,-0.57,0.42,0.2,0.09,-0.21,-0.32,-0.51,-0.1,-0.15,0.14
PLEC,0.56,0.01,0.56,0.43,0.53,-0.54,-0.33,1.25,0.38,0.27,0.14
PPA2,0.25,0.7,-1.03,-0.33,0.12,0.79,0.17,-1.17,-0.03,-0.08,0.14
PPP1R9A,-0.3,-0.43,-0.56,0.12,-0.12,-0.91,-0.32,-0.94,-0.43,-0.43,0.14
PRDM7,0.4,0.49,0.78,0.46,0.37,0.65,0.18,0.44,0.55,0.42,0.14
PSPH,0.13,-0.06,-0.08,-0.24,0.3,0.44,-0.5,-0.3,0,-0.06,0.14
RIMS4,-0.35,-0.76,-0.35,-0.66,-0.52,-0.28,-0.24,-0.72,-0.48,-0.48,0.14
SGSH,-1.17,-0.74,-0.96,-0.8,-0.72,-0.81,-1.29,-0.83,-0.96,-0.89,0.14
SLC20A2,-0.79,-0.61,-1.67,-0.46,-1.02,-0.91,-1.28,-1.09,-1.03,-0.95,0.14
SMARCB1,1.71,0.09,1.79,1.26,-0.17,0.31,0.97,2.54,1.2,0.98,0.14
SMPD3,-0.2,-0.72,0.06,-0.42,-0.13,0.33,-0.48,-0.84,-0.29,-0.31,0.14
SNX5,0.4,0.76,0.53,0.72,0.43,0.34,0.3,0.38,0.57,0.43,0.14
SSR4,-0.51,-0.15,1.15,-0.03,-0.03,0.51,0.11,-0.16,0.17,0.08,0.14
STRA13,0.92,0.33,0.34,0.13,1.92,-0.14,-0.37,0.45,0.53,0.4,0.14
TAGLN3,-0.09,0.5,-0.23,-0.26,-0.56,-0.11,0.24,0.66,0.06,-0.01,0.14
TCEA3,-1.22,-0.9,-0.53,-0.79,-0.8,-0.92,-0.69,-0.96,-0.88,-0.83,0.14
TMEM39A,-0.57,-0.05,-0.92,-0.58,-0.65,-0.3,-0.42,-0.6,-0.52,-0.51,0.14
TMEM47,-0.16,0.04,-0.43,-0.19,0.2,-0.56,-0.3,-0.25,-0.18,-0.22,0.14
TP53I3,-0.44,-0.14,-0.98,-0.93,0.14,-0.39,-0.65,-0.73,-0.52,-0.51,0.14
TSC22D3,-0.89,-0.92,-1.43,-1,-1.15,-1.24,-0.29,-1.33,-1.08,-1,0.14
TUBG2,-0.34,-0.34,0.74,0.02,0.27,0.1,-0.52,-0.1,0.02,-0.05,0.14
VENTX,1.25,-0.04,-1.01,-0.44,0.4,-0.18,-0.24,0.43,0.07,0,0.14
XPA,0.44,1.1,0.41,0.03,0.07,-0.07,1.7,0.81,0.65,0.51,0.14
ZCCHC12,-0.74,-0.86,-0.47,-0.57,-0.2,-1.05,-0.68,-0.81,-0.69,-0.66,0.14
ZNF311,-0.45,-0.85,-1.08,-0.54,-0.72,-0.32,-1.13,-1.05,-0.79,-0.75,0.14
ZNF41,-0.19,-0.14,0.18,-0.05,-0.34,-0.06,-0.18,0.09,-0.05,-0.11,0.14
ZNF565,-0.76,-0.81,0.13,0.06,-0.87,-0.42,-1.03,-0.13,-0.48,-0.48,0.14
ANKRD30A,0.53,0.45,0.44,0.39,0.36,0.38,0.21,0.43,0.47,0.36,0.13
ASH2L,1.1,-0.63,-0.11,0.37,-0.53,0.32,0.61,-0.54,0.12,0.05,0.13
ATG4C,0.54,0.54,0.84,0.87,0.4,0.39,0.47,0.36,0.64,0.5,0.13
BTG3,-1.06,-0.71,0.41,-0.4,-0.33,-0.47,-1.59,0.52,-0.46,-0.45,0.13
C16orf96,-0.25,-0.16,-1.04,-0.62,-0.84,-0.59,0.47,-0.81,-0.49,-0.48,0.13
C3orf30,-0.97,-0.43,-0.8,-0.55,-0.76,-0.48,-0.99,-0.71,-0.74,-0.7,0.13
C5orf30,-0.11,-0.46,-0.31,-0.48,-0.25,-0.33,-0.33,-0.16,-0.29,-0.31,0.13
CASP9,0.76,-0.77,0.61,1.45,-0.61,0.09,-0.15,-0.19,0.2,0.12,0.13
CCBP2,0.73,-0.3,0.07,0.12,0.01,0.22,0.23,-0.14,0.17,0.09,0.13
CCDC171,-0.9,-0.99,-1.17,-0.65,-0.92,-0.64,-1.66,-0.84,-1.02,-0.94,0.13
CCDC7,0.57,0.65,0.42,0.62,0.6,0.37,0.17,0.36,0.55,0.42,0.13
CHEK2,-0.49,-0.43,0.23,-0.14,-0.04,0.05,-0.11,-1.02,-0.23,-0.25,0.13
CPXM2,-0.81,-0.67,-0.56,-0.76,-0.83,-0.61,-0.75,-0.29,-0.68,-0.65,0.13
DGAT1,-0.06,-0.41,-0.18,-0.18,-0.66,0.06,0.18,-0.61,-0.21,-0.24,0.13
DNAJB6,0.07,0.19,0.31,0.21,0.24,0.29,0.07,-0.27,0.19,0.11,0.13
DOK5,0.46,0.88,-1.24,-0.68,-0.22,-0.63,1.28,0.11,0.03,-0.03,0.13
DSG1,-1.35,-1.17,-0.75,-0.75,-1.11,-1.09,-1.13,-0.95,-1.09,-1,0.13
EBP,-1.07,-0.78,-0.92,-0.98,-0.61,-0.78,-1.19,-0.75,-0.92,-0.86,0.13
EFEMP2,0.42,-1.04,0.23,-0.52,-0.5,-0.58,1.38,-0.63,-0.13,-0.17,0.13
EFNB1,-0.34,-0.68,-0.62,-0.86,-0.96,-1.01,-0.03,0.21,-0.55,-0.53,0.13
EIF5A2,0.66,0.41,0.36,0.5,0.35,0.36,0.19,0.41,0.48,0.36,0.13
EYA1,0.03,-0.88,-1.01,-0.18,-0.78,-0.59,-0.78,-0.64,-0.62,-0.59,0.13
EZR,0.7,-1.08,-0.58,-0.84,-0.41,-0.89,-0.58,1.04,-0.32,-0.34,0.13
FAM211B,-0.47,-0.2,-0.13,-0.1,-0.56,-0.34,-0.93,0.49,-0.26,-0.29,0.13
FBXL13,1.5,0.67,1.23,0.7,1.14,0.64,1.53,0.64,1.13,0.93,0.13
GAP43,-0.35,-0.39,-0.22,0.1,-0.67,-0.56,-0.52,-0.03,-0.32,-0.33,0.13
GKN2,-0.1,0.88,0.03,0.21,0.26,0.29,0.45,-0.32,0.27,0.18,0.13
GLIPR2,-0.81,-0.6,0.8,-0.08,-1.04,-0.4,0.26,0.09,-0.2,-0.23,0.13
GLYR1,0.44,-0.61,-1.14,-0.78,-0.89,-0.5,0.32,-0.32,-0.43,-0.43,0.13
GPR137C,-0.1,-0.01,-0.35,0.21,-0.34,-0.17,-0.58,-0.06,-0.15,-0.19,0.13
HAMP,0.42,0.38,0.86,0.51,0.34,0.47,0.3,0.51,0.56,0.43,0.13
HHIP,-0.28,-1.05,-1.07,-1.02,-0.23,-0.47,-1,-1.05,-0.8,-0.76,0.13
HRK,0.82,0.74,0.45,0.67,0.4,0.35,0.87,0.34,0.67,0.53,0.13
HS3ST1,-0.6,-0.53,-0.89,-0.64,-0.75,-0.78,-0.84,-0.21,-0.67,-0.64,0.13
HS3ST6,-1.03,-0.77,-0.82,-0.91,-0.59,-0.83,-0.91,-0.84,-0.87,-0.82,0.13
HSD17B1,-0.09,-0.77,-0.16,-0.22,-0.53,-0.09,-0.8,-0.12,-0.34,-0.35,0.13
HTR2A,-0.52,-0.54,-0.58,-0.92,-0.62,0.03,-0.69,-0.47,-0.54,-0.53,0.13
ICOSLG,0.33,-0.37,0.37,-0.56,0.18,-0.36,-0.05,0.95,0.11,0.04,0.13
ING2,0.84,0.4,0.59,0.45,0.67,0.34,0.57,0.35,0.61,0.48,0.13
IZUMO2,-0.73,-0.81,-1.64,-0.63,-1.12,-1.15,-1.44,-0.55,-1.06,-0.98,0.13
KCNJ9,-1.02,-0.04,0.56,-0.67,-0.46,0,0.81,-0.69,-0.17,-0.2,0.13
KLHL2,-1.26,-0.17,-1.05,-1.03,-1.07,-0.87,-0.06,-0.85,-0.83,-0.78,0.13
KLRF2,0.08,0.36,0.02,0.06,0.07,0.2,0.01,0.06,0.15,0.08,0.13
LGALS1,0.08,-0.28,0.68,0.34,-0.01,0.33,-0.3,0.07,0.16,0.09,0.13
LRRFIP2,-0.21,-0.87,-1.01,-0.71,-0.07,-1.07,-1.1,-0.37,-0.7,-0.66,0.13
LRRIQ4,-0.71,-0.56,-1.05,-0.39,-0.53,-0.91,-0.47,-1.35,-0.77,-0.73,0.13
LYZL6,0.35,0.66,0.34,0.11,0.33,0.37,-0.61,1.46,0.45,0.33,0.13
MATN4,-0.75,-0.98,-1.02,-1.05,-1,-1.04,-0.11,-1.08,-0.92,-0.86,0.13
MCMDC2,-0.84,-0.73,-0.65,-0.73,-0.55,0.08,-1.07,-1.23,-0.74,-0.7,0.13
MMP23B,0.2,0.18,0.79,0.33,0.09,0.57,0.24,0.19,0.39,0.28,0.13
MRPL16,2.37,1.23,0.21,1.77,0.09,1.82,1.3,0.27,1.27,1.05,0.13
MYL4,-0.79,0.01,-1.07,-0.63,-0.84,-0.47,-0.64,-0.38,-0.62,-0.59,0.13
NAB2,-0.27,-0.03,-1.71,-0.83,-0.79,-0.76,-0.48,-0.34,-0.67,-0.64,0.13
NFXL1,-0.62,-0.66,0.06,-0.22,-1.07,-0.14,-0.14,-0.47,-0.41,-0.41,0.13
NMNAT1,0.08,0.08,0.27,0.27,0.09,0.02,-0.08,0.03,0.14,0.07,0.13
OR4D5,0.15,-0.12,-0.25,0.02,-0.01,-0.08,-0.53,-0.02,-0.07,-0.12,0.13
PDE11A,-1.21,-0.66,-0.81,-0.68,-0.62,-1.06,-1.32,-0.5,-0.89,-0.84,0.13
PDGFRB,-0.25,-0.85,-0.43,-0.93,-0.43,-0.59,-0.55,-0.01,-0.51,-0.5,0.13
PEPD,-0.33,-0.13,0.09,-0.34,-0.24,-0.82,1.04,-0.46,-0.12,-0.16,0.13
PGM2L1,0.02,-0.35,1.22,0.14,0.17,-0.33,1.25,-0.21,0.3,0.2,0.13
PLCB4,-0.33,-0.9,0.26,-0.63,0.22,-0.49,-0.76,-0.03,-0.32,-0.34,0.13
PPP1R16B,-0.29,0.1,0.6,-0.17,0.04,-0.21,0.07,0.58,0.13,0.06,0.13
PPP3CA,-0.72,-0.5,-0.25,-0.26,-1.03,-0.95,0.11,-0.27,-0.49,-0.48,0.13
PRPS1,0.47,0.09,0.14,0.04,0.08,0.3,0.26,0.06,0.23,0.15,0.13
RABEP1,-0.99,-0.82,-1.29,-1.2,-0.49,-0.64,-1.51,-0.96,-1.04,-0.96,0.13
RERG,-0.36,0,-1.07,-0.49,-0.55,-0.74,-0.36,-0.21,-0.48,-0.47,0.13
SAMD3,-0.71,-1.17,-0.86,-1.07,-1.09,-0.34,-1.18,-0.59,-0.91,-0.85,0.13
SAPCD1,-0.4,-0.62,0.52,-0.1,0.04,0.13,-0.86,-0.21,-0.17,-0.2,0.13
SCN1A,-0.69,-0.97,-1.57,-0.99,-0.87,-0.87,-1.58,-0.68,-1.08,-1,0.13
SCUBE3,0.29,-0.98,-1.07,-0.88,-0.22,-1.08,-0.32,-0.35,-0.59,-0.57,0.13
SF3B5,4.2,3.78,4.45,4.35,2.64,4.61,2.99,3.17,4.14,3.55,0.13
SIGLEC1,-0.25,-0.46,-1.03,0.76,-0.65,-1.11,-0.49,-1.3,-0.58,-0.56,0.13
SLC45A4,-0.28,0.79,-0.15,0.11,-0.5,0.46,0.36,-0.18,0.12,0.05,0.13
SLC4A4,-1.04,-0.06,-0.08,-0.94,-0.24,-0.05,-0.53,-0.22,-0.39,-0.4,0.13
SRY,-0.4,-0.14,0.01,-0.12,-0.26,0.42,-0.67,-0.42,-0.18,-0.21,0.13
SSTR5,-0.23,-0.52,-0.06,-0.82,-0.55,0.45,-0.77,0.22,-0.27,-0.29,0.13
STRAP,0.48,0.37,0.53,0.43,0.34,0.33,0.23,0.38,0.46,0.34,0.13
SYT5,0.02,-0.48,0.05,0.04,0.07,0.33,-0.64,-0.67,-0.14,-0.18,0.13
TBXA2R,-0.14,0.1,0.3,0.07,0.37,0.5,-0.3,-0.55,0.09,0.02,0.13
TFDP2,-0.26,0.35,-0.97,-0.82,-0.43,0.05,-0.08,-0.28,-0.29,-0.31,0.13
TFF1,-0.9,-0.85,1.01,-0.21,-0.18,-0.31,-0.67,-0.01,-0.25,-0.27,0.13
TMEM67,-1.15,-0.87,0.59,-0.87,-0.39,-0.06,-0.5,-0.54,-0.48,-0.47,0.13
TUSC1,0.46,-0.33,0.74,-0.45,-0.18,0.34,0.41,0.87,0.29,0.2,0.13
ZFAND4,-1.26,-0.5,-1.48,-0.92,-1.23,-0.83,-1.14,-0.87,-1.08,-1,0.13
ZNF428,0.54,0.05,0.51,0.54,-0.27,-0.24,0.48,0.81,0.37,0.26,0.13
ZNF608,-0.52,-0.5,-0.17,-0.41,-0.11,-0.68,-0.11,-0.71,-0.4,-0.4,0.13
ZNF680,0.54,0.47,0.49,0.43,0.49,0.39,0.21,0.37,0.5,0.38,0.13
ABHD5,-0.93,-1.13,-0.33,0.43,-1.18,-0.83,-1.15,-0.99,-0.8,-0.75,0.12
AGBL3,-0.83,-0.39,-1.28,-0.87,-0.08,-0.89,-0.77,-1.28,-0.83,-0.78,0.12
AKR7A2,-0.31,-0.04,-0.23,0.01,-0.23,-0.15,-0.88,0.16,-0.19,-0.22,0.12
AP4E1,-0.14,0.02,-0.91,-0.84,-0.61,0.16,0.49,-0.97,-0.34,-0.35,0.12
APOBR,0.24,-0.48,-0.23,-0.49,-0.51,-0.42,0.77,-0.29,-0.16,-0.19,0.12
ARHGDIB,-0.69,-0.52,-0.78,-0.85,-0.62,-0.31,-0.34,-1.04,-0.66,-0.63,0.12
ART1,-0.61,-0.28,-0.05,-0.21,-0.71,-0.84,-0.3,0.44,-0.32,-0.32,0.12
ATAD3C,0.01,-0.18,-0.05,-0.05,0.11,-0.23,-0.55,0.13,-0.07,-0.12,0.12
ATP5C1,1.11,1.53,1.77,1.28,1.46,1.74,1.12,0.53,1.47,1.23,0.12
AVL9,-1.06,-0.74,0.34,-1.03,-0.42,-0.39,-0.19,-0.34,-0.48,-0.47,0.12
BCL2L11,-0.09,-0.19,1.42,0.26,0.84,-0.28,-0.08,0.66,0.38,0.28,0.12
BIN1,-0.01,-0.45,-1.12,0.15,0.07,-1.04,-1.13,-0.61,-0.53,-0.51,0.12
BMP8A,0.5,0.89,0.44,0.39,0.43,0.66,0.54,0.4,0.61,0.48,0.12
C12orf61,-0.41,-0.59,-0.22,-0.25,-0.36,-0.21,-1.07,-0.14,-0.41,-0.41,0.12
C12orf71,0.7,0.53,0.31,0.44,0.4,0.34,0.28,0.52,0.52,0.4,0.12
C12orf73,-0.52,-0.17,0.19,0.28,-0.4,-0.26,-0.44,-0.17,-0.17,-0.2,0.12
C17orf96,-0.2,0.18,1.37,-0.47,-0.11,-0.37,0.91,1.73,0.45,0.34,0.12
C19orf55,-0.92,-1.05,0.04,-0.73,-0.89,-1.06,-0.11,-0.26,-0.65,-0.61,0.12
C6orf163,-0.64,-0.74,0.56,-0.15,-0.54,0.28,0.13,-1.17,-0.27,-0.29,0.12
